,cdf,batch_num_decode_tokens
0,0.0,0.0
1,0.01,4.002823400834266
2,0.02,4.002823400834266
3,0.03,4.002823400834266
4,0.04,4.002823400834266
5,0.05,4.002823400834266
6,0.06,4.997811098765265
7,0.07,5.995445496133053
8,0.08,5.995445496133053
9,0.09,7.996469989602652
10,0.1,7.996469989602652
11,0.11,7.996469989602652
12,0.12,8.997981121446852
13,0.13,8.997981121446852
14,0.14,10.004152608697645
15,0.15,10.004152608697645
16,0.16,10.004152608697645
17,0.17,10.004152608697645
18,0.18,10.990159692286051
19,0.19,10.990159692286051
20,0.2,10.990159692286051
21,0.21,10.990159692286051
22,0.22,10.990159692286051
23,0.23,10.990159692286051
24,0.24,10.990159692286051
25,0.25,10.990159692286051
26,0.26,10.990159692286051
27,0.27,10.990159692286051
28,0.28,10.990159692286051
29,0.29,10.990159692286051
30,0.3,12.001124195202623
31,0.31,12.001124195202623
32,0.32,12.001124195202623
33,0.33,12.001124195202623
34,0.34,12.001124195202623
35,0.35000000000000003,12.001124195202623
36,0.36,12.001124195202623
37,0.37,12.001124195202623
38,0.38,12.001124195202623
39,0.39,12.001124195202623
40,0.4,12.001124195202623
41,0.41000000000000003,12.001124195202623
42,0.42,12.001124195202623
43,0.43,12.001124195202623
44,0.44,12.001124195202623
45,0.45,12.001124195202623
46,0.46,12.001124195202623
47,0.47000000000000003,12.001124195202623
48,0.48,12.001124195202623
49,0.49,12.001124195202623
50,0.5,12.001124195202623
51,0.51,12.001124195202623
52,0.52,12.001124195202623
53,0.53,12.001124195202623
54,0.54,12.001124195202623
55,0.55,12.001124195202623
56,0.56,12.001124195202623
57,0.5700000000000001,12.001124195202623
58,0.58,12.001124195202623
59,0.59,12.001124195202623
60,0.6,12.001124195202623
61,0.61,12.001124195202623
62,0.62,12.001124195202623
63,0.63,12.001124195202623
64,0.64,12.001124195202623
65,0.65,12.001124195202623
66,0.66,12.001124195202623
67,0.67,12.001124195202623
68,0.68,12.001124195202623
69,0.6900000000000001,12.001124195202623
70,0.7000000000000001,12.001124195202623
71,0.71,12.001124195202623
72,0.72,12.001124195202623
73,0.73,12.001124195202623
74,0.74,12.001124195202623
75,0.75,12.001124195202623
76,0.76,12.001124195202623
77,0.77,12.001124195202623
78,0.78,12.001124195202623
79,0.79,12.001124195202623
80,0.8,12.001124195202623
81,0.81,12.001124195202623
82,0.8200000000000001,12.001124195202623
83,0.8300000000000001,12.001124195202623
84,0.84,12.001124195202623
85,0.85,12.001124195202623
86,0.86,12.001124195202623
87,0.87,12.001124195202623
88,0.88,12.001124195202623
89,0.89,12.001124195202623
90,0.9,12.001124195202623
91,0.91,12.001124195202623
92,0.92,12.001124195202623
93,0.93,12.001124195202623
94,0.9400000000000001,12.001124195202623
95,0.9500000000000001,12.001124195202623
96,0.96,12.001124195202623
97,0.97,12.001124195202623
98,0.98,12.001124195202623
99,0.99,12.001124195202623
100,1.0,13.000662984908592
