,cdf,batch_execution_time
0,0.0,0.028984279553624294
1,0.01,0.033206765788853364
2,0.02,0.03428656733728183
3,0.03,0.03428656733728183
4,0.04,0.03428656733728183
5,0.05,0.034631153183201334
6,0.06,0.03540148135018221
7,0.07,0.039994970390930897
8,0.08,0.039994970390930897
9,0.09,0.04104847620094892
10,0.1,0.04121299898680164
11,0.11,0.041794038955788156
12,0.12,0.04221407617112971
13,0.13,0.04817083562857485
14,0.14,0.04817083562857485
15,0.15,0.04817083562857485
16,0.16,0.04817083562857485
17,0.17,0.04817083562857485
18,0.18,0.04817083562857485
19,0.19,0.04817083562857485
20,0.2,0.04817083562857485
21,0.21,0.04817083562857485
22,0.22,0.04817083562857485
23,0.23,0.04817083562857485
24,0.24,0.04826727373794137
25,0.25,0.04826727373794137
26,0.26,0.04826727373794137
27,0.27,0.04826727373794137
28,0.28,0.04826727373794137
29,0.29,0.04855774802864329
30,0.3,0.048849970404683835
31,0.31,0.048849970404683835
32,0.32,0.048849970404683835
33,0.33,0.048849970404683835
34,0.34,0.048849970404683835
35,0.35000000000000003,0.048849970404683835
36,0.36,0.048849970404683835
37,0.37,0.048849970404683835
38,0.38,0.048849970404683835
39,0.39,0.048849970404683835
40,0.4,0.048849970404683835
41,0.41000000000000003,0.048849970404683835
42,0.42,0.048849970404683835
43,0.43,0.048849970404683835
44,0.44,0.048849970404683835
45,0.45,0.048849970404683835
46,0.46,0.048849970404683835
47,0.47000000000000003,0.048849970404683835
48,0.48,0.048849970404683835
49,0.49,0.048849970404683835
50,0.5,0.048849970404683835
51,0.51,0.048849970404683835
52,0.52,0.048849970404683835
53,0.53,0.048849970404683835
54,0.54,0.048849970404683835
55,0.55,0.048849970404683835
56,0.56,0.048849970404683835
57,0.5700000000000001,0.048849970404683835
58,0.58,0.049439701556267444
59,0.59,0.049439701556267444
60,0.6,0.049439701556267444
61,0.61,0.049439701556267444
62,0.62,0.049439701556267444
63,0.63,0.049439701556267444
64,0.64,0.049439701556267444
65,0.65,0.049439701556267444
66,0.66,0.049439701556267444
67,0.67,0.049439701556267444
68,0.68,0.049439701556267444
69,0.6900000000000001,0.049439701556267444
70,0.7000000000000001,0.049439701556267444
71,0.71,0.049439701556267444
72,0.72,0.049439701556267444
73,0.73,0.049439701556267444
74,0.74,0.049439701556267444
75,0.75,0.049439701556267444
76,0.76,0.049439701556267444
77,0.77,0.049439701556267444
78,0.78,0.049439701556267444
79,0.79,0.049439701556267444
80,0.8,0.049439701556267444
81,0.81,0.049439701556267444
82,0.8200000000000001,0.049439701556267444
83,0.8300000000000001,0.049439701556267444
84,0.84,0.049439701556267444
85,0.85,0.05003655211505374
86,0.86,0.05003655211505374
87,0.87,0.05003655211505374
88,0.88,0.05003655211505374
89,0.89,0.05003655211505374
90,0.9,0.107420821856104
91,0.91,0.1258076417914567
92,0.92,0.1273264284940292
93,0.93,0.1286060808033118
94,0.9400000000000001,0.12963905618639784
95,0.9500000000000001,0.13015865108133842
96,0.96,0.1309419507981784
97,0.97,0.13199368809506912
98,0.98,0.13278803113451046
99,0.99,0.13466013836739796
100,1.0,0.13655863943609645
